order_id,order_date,customer_id,product_id,product_name,category,region,country,quantity,unit_price,revenue,cost,profit,sales_channel,profit_margin_pct
ORD-000511,6/23/2025,CUST-03135,PROD-05839,Printer Paper,Office Supplies,East,India,1,526.06,526.06,300.04,226.02,Partner,42.96
ORD-000512,4/6/2025,CUST-02348,PROD-03158,Monitor,Electronics,South,Sri Lanka,3,2458.64,7375.92,4148.02,3227.9,Online,43.76
ORD-000513,9/3/2025,CUST-02296,PROD-08658,Notebook,Office Supplies,West,India,10,586.7,5867,3742.26,2124.74,Partner,36.22
ORD-000514,10/20/2024,CUST-02993,PROD-03377,Office Chair,Furniture,West,UAE,3,770.97,2312.91,1304.88,1008.03,Offline,43.58
ORD-000515,2/3/2025,CUST-03173,PROD-06931,Maintenance,Services,North,Nepal,10,1018.67,10186.7,7310.43,2876.27,Offline,28.24
ORD-000516,9/27/2025,CUST-02485,PROD-09469,Analytics License,Software,North,Nepal,1,2251.43,2251.43,1565.84,685.59,Offline,30.45
ORD-000517,4/1/2024,CUST-01752,PROD-01165,Printer Paper,Office Supplies,South,India,3,811.4,2434.2,1397.02,1037.18,Offline,42.61
ORD-000518,8/31/2025,CUST-02456,PROD-07227,Pen Set,Office Supplies,West,Saudi Arabia,4,810.51,3242.04,1954.11,1287.93,Online,39.73
ORD-000519,1/6/2024,CUST-02977,PROD-02016,Consulting,Services,West,UAE,1,2213.06,2213.06,1453.75,759.31,Online,34.31
ORD-000520,11/11/2025,CUST-02824,PROD-05427,Pen Set,Office Supplies,North,Bangladesh,4,384.44,1537.76,1166.48,371.28,Online,24.14
ORD-000521,9/27/2024,CUST-01074,PROD-01251,Analytics License,Software,East,India,10,1392.45,13924.5,10826.16,3098.34,Offline,22.25
ORD-000522,9/11/2025,CUST-01585,PROD-07518,Analytics License,Software,South,Singapore,1,2824.21,2824.21,1516.1,1308.11,Online,46.32
ORD-000523,7/12/2025,CUST-01853,PROD-06191,Notebook,Office Supplies,West,Saudi Arabia,3,4626.86,13880.58,10512.95,3367.63,Partner,24.26
ORD-000524,4/8/2024,CUST-02286,PROD-04621,Meeting Table,Furniture,West,Saudi Arabia,1,874.82,874.82,616.91,257.91,Offline,29.48
ORD-000525,6/9/2025,CUST-02092,PROD-01316,Smartphone,Electronics,West,UAE,1,496.83,496.83,345.33,151.5,Online,30.49
ORD-000526,7/12/2024,CUST-02706,PROD-07666,Security Suite,Software,South,Sri Lanka,1,1331.84,1331.84,895.76,436.08,Online,32.74
ORD-000527,6/5/2024,CUST-01602,PROD-07746,Consulting,Services,South,Sri Lanka,3,576.58,1729.74,933.76,795.98,Offline,46.02
ORD-000528,10/27/2025,CUST-02618,PROD-03426,Meeting Table,Furniture,South,India,2,1390.96,2781.92,1766.14,1015.78,Offline,36.51
ORD-000529,4/24/2024,CUST-01353,PROD-02118,Bookshelf,Furniture,North,India,2,921.63,1843.26,1458.36,384.9,Online,20.88
ORD-000530,1/30/2025,CUST-02667,PROD-05255,Headphones,Electronics,West,UAE,4,1917.64,7670.56,5197.07,2473.49,Offline,32.25
ORD-000531,10/18/2025,CUST-03055,PROD-03816,Desk,Furniture,West,Saudi Arabia,1,655.28,655.28,527.41,127.87,Offline,19.51
ORD-000532,6/5/2025,CUST-03250,PROD-09097,Desk Organizer,Office Supplies,West,India,4,1083.63,4334.52,2863.35,1471.17,Partner,33.94
ORD-000533,8/1/2024,CUST-01193,PROD-01878,Notebook,Office Supplies,West,India,3,942.27,2826.81,1590.48,1236.33,Offline,43.74
ORD-000534,11/13/2025,CUST-01765,PROD-04949,Notebook,Office Supplies,East,Malaysia,1,739.46,739.46,407.88,331.58,Offline,44.84
ORD-000535,6/16/2025,CUST-02518,PROD-08199,Desk Organizer,Office Supplies,West,India,1,1513.31,1513.31,785.46,727.85,Offline,48.1
ORD-000536,1/15/2024,CUST-01123,PROD-06100,Printer Paper,Office Supplies,West,Saudi Arabia,3,1002.91,3008.73,2382.96,625.77,Online,20.8
ORD-000537,2/22/2025,CUST-02611,PROD-06560,Notebook,Office Supplies,West,UAE,3,1325.58,3976.74,3210.29,766.45,Online,19.27
ORD-000538,1/2/2025,CUST-02056,PROD-06851,Smartphone,Electronics,North,Bangladesh,5,1368.31,6841.55,4979.14,1862.41,Online,27.22
ORD-000539,9/29/2025,CUST-02693,PROD-08530,Desk,Furniture,South,Singapore,10,1842.04,18420.4,11958.35,6462.05,Partner,35.08
ORD-000540,7/31/2024,CUST-01360,PROD-07451,Pen Set,Office Supplies,North,India,4,970.06,3880.24,2317.12,1563.12,Partner,40.28
ORD-000541,11/30/2025,CUST-02404,PROD-01879,Desk,Furniture,West,India,20,531.03,10620.6,8687.27,1933.33,Offline,18.2
ORD-000542,11/14/2025,CUST-02200,PROD-08372,Training,Services,East,Malaysia,1,1465.79,1465.79,988.96,476.83,Offline,32.53
ORD-000543,1/5/2024,CUST-02621,PROD-03405,Cloud Storage,Software,North,Bangladesh,4,934.57,3738.28,2925.49,812.79,Partner,21.74
ORD-000544,8/18/2024,CUST-02560,PROD-08802,Laptop,Electronics,East,Thailand,4,461.39,1845.56,887.43,958.13,Online,51.92
ORD-000545,7/19/2024,CUST-02848,PROD-05439,Security Suite,Software,East,India,2,918.24,1836.48,1256.37,580.11,Online,31.59
ORD-000546,2/5/2025,CUST-02288,PROD-02234,Monitor,Electronics,South,India,20,592.88,11857.6,6492.03,5365.57,Offline,45.25
ORD-000547,5/28/2024,CUST-03234,PROD-07437,Bookshelf,Furniture,North,Bangladesh,3,2716.43,8149.29,6338.49,1810.8,Partner,22.22
ORD-000548,8/6/2025,CUST-03083,PROD-01224,Bookshelf,Furniture,East,Malaysia,2,1663.44,3326.88,2521.55,805.33,Partner,24.21
ORD-000549,5/6/2025,CUST-02561,PROD-08484,Consulting,Services,East,Thailand,5,1290.24,6451.2,4806.54,1644.66,Partner,25.49
ORD-000550,8/13/2024,CUST-01997,PROD-03535,Headphones,Electronics,West,UAE,20,309.25,6185,3475.06,2709.94,Online,43.81
ORD-000551,8/8/2025,CUST-02993,PROD-03695,Smartphone,Electronics,East,Thailand,1,646.99,646.99,341.05,305.94,Offline,47.29
ORD-000552,6/17/2024,CUST-01913,PROD-08443,Consulting,Services,West,India,3,1071.51,3214.53,1655.32,1559.21,Online,48.51
ORD-000553,5/31/2024,CUST-02263,PROD-02798,Desk Organizer,Office Supplies,East,India,4,2431.02,9724.08,5397.67,4326.41,Online,44.49
ORD-000554,8/11/2024,CUST-01946,PROD-08427,Smartphone,Electronics,East,India,3,1111.99,3335.97,2344.48,991.49,Partner,29.72
ORD-000555,5/18/2025,CUST-03202,PROD-07020,Desk Organizer,Office Supplies,West,India,10,1574.41,15744.1,7960.7,7783.4,Partner,49.44
ORD-000556,7/3/2025,CUST-01277,PROD-07759,Cloud Storage,Software,South,Sri Lanka,2,1848.71,3697.42,2433.04,1264.38,Online,34.2
ORD-000557,2/13/2024,CUST-03153,PROD-01972,Consulting,Services,North,India,1,555.17,555.17,409.69,145.48,Offline,26.2
ORD-000558,11/27/2025,CUST-01730,PROD-04968,CRM License,Software,North,Nepal,5,1272.86,6364.3,4187.27,2177.03,Partner,34.21
ORD-000559,5/18/2025,CUST-03339,PROD-03034,Notebook,Office Supplies,West,Saudi Arabia,1,1029.66,1029.66,497.28,532.38,Partner,51.7
ORD-000560,8/28/2024,CUST-03341,PROD-09829,Bookshelf,Furniture,East,Malaysia,1,1111.82,1111.82,721.6,390.22,Partner,35.1
ORD-000561,12/16/2024,CUST-02904,PROD-03577,Smartphone,Electronics,East,Malaysia,10,922.26,9222.6,6529.76,2692.84,Online,29.2
ORD-000562,12/22/2025,CUST-01287,PROD-02924,Monitor,Electronics,North,Bangladesh,1,1400.52,1400.52,824.58,575.94,Offline,41.12
ORD-000563,1/23/2024,CUST-02123,PROD-01700,Bookshelf,Furniture,North,India,1,604.64,604.64,364.25,240.39,Offline,39.76
ORD-000564,9/27/2025,CUST-03429,PROD-04725,Cloud Storage,Software,North,Bangladesh,2,1859.18,3718.36,2911.15,807.21,Online,21.71
ORD-000565,8/20/2025,CUST-02178,PROD-06473,Monitor,Electronics,South,Singapore,1,938.36,938.36,542.48,395.88,Online,42.19
ORD-000566,2/12/2024,CUST-02300,PROD-02196,Office Chair,Furniture,East,India,1,5534.59,5534.59,4534.9,999.69,Online,18.06
ORD-000567,4/10/2025,CUST-02874,PROD-02407,Smartphone,Electronics,South,India,4,2957.58,11830.32,5752.57,6077.75,Online,51.37
ORD-000568,2/9/2024,CUST-02452,PROD-01808,Notebook,Office Supplies,South,Sri Lanka,5,798.73,3993.65,2950.69,1042.96,Online,26.12
ORD-000569,10/29/2024,CUST-02004,PROD-08333,Analytics License,Software,West,India,2,792.04,1584.08,914.46,669.62,Online,42.27
ORD-000570,11/11/2025,CUST-02561,PROD-06671,Headphones,Electronics,South,India,2,1824.68,3649.36,1969.11,1680.25,Partner,46.04
ORD-000571,6/23/2024,CUST-03403,PROD-02860,Meeting Table,Furniture,East,India,1,1575.17,1575.17,1166.39,408.78,Offline,25.95
ORD-000572,6/15/2025,CUST-01728,PROD-01244,Meeting Table,Furniture,West,India,4,1169.69,4678.76,3152.7,1526.06,Online,32.62
ORD-000573,4/5/2025,CUST-03178,PROD-01838,Printer Paper,Office Supplies,South,Sri Lanka,5,1014.42,5072.1,2472.93,2599.17,Offline,51.24
ORD-000574,9/12/2025,CUST-03386,PROD-08598,Monitor,Electronics,East,Thailand,20,2433.92,48678.4,32904.49,15773.91,Offline,32.4
ORD-000575,7/11/2024,CUST-01263,PROD-06298,Desk Organizer,Office Supplies,West,India,10,1765.31,17653.1,10605.67,7047.43,Partner,39.92
ORD-000576,8/31/2024,CUST-02923,PROD-09821,Training,Services,West,Saudi Arabia,2,257.4,514.8,419.61,95.19,Online,18.49
ORD-000577,10/6/2024,CUST-02382,PROD-09867,Laptop,Electronics,North,India,20,507.25,10145,4945.81,5199.19,Offline,51.25
ORD-000578,2/5/2024,CUST-02686,PROD-04713,Installation,Services,West,India,3,1291.1,3873.3,2790.31,1082.99,Online,27.96
ORD-000579,7/10/2025,CUST-01917,PROD-03963,Pen Set,Office Supplies,South,Singapore,5,878.02,4390.1,3490.88,899.22,Offline,20.48
ORD-000580,6/23/2025,CUST-01917,PROD-06282,Cloud Storage,Software,North,Bangladesh,5,1244.94,6224.7,3328.77,2895.93,Partner,46.52
ORD-000581,6/2/2024,CUST-03213,PROD-07868,Headphones,Electronics,South,Singapore,2,703.61,1407.22,965.53,441.69,Online,31.39
ORD-000582,1/23/2024,CUST-03494,PROD-04904,Cloud Storage,Software,West,UAE,20,3051.58,61031.6,48893.6,12138,Online,19.89
ORD-000583,12/19/2025,CUST-01100,PROD-04657,Pen Set,Office Supplies,South,Sri Lanka,2,4736.87,9473.74,6960.16,2513.58,Partner,26.53
ORD-000584,3/31/2024,CUST-01380,PROD-05210,Desk Organizer,Office Supplies,South,Sri Lanka,3,1475.42,4426.26,3055.12,1371.14,Online,30.98
ORD-000585,1/24/2025,CUST-02509,PROD-04037,Printer Paper,Office Supplies,East,Thailand,1,1863.5,1863.5,1396.08,467.42,Online,25.08
ORD-000586,12/24/2024,CUST-02819,PROD-07024,Laptop,Electronics,North,Bangladesh,2,2250.73,4501.46,2229.54,2271.92,Offline,50.47
ORD-000587,7/3/2025,CUST-02068,PROD-01882,Desk Organizer,Office Supplies,North,Nepal,4,630.36,2521.44,1768.89,752.55,Offline,29.85
ORD-000588,8/15/2024,CUST-03316,PROD-01408,Monitor,Electronics,North,India,20,1241.99,24839.8,16223.81,8615.99,Offline,34.69
ORD-000589,7/20/2024,CUST-01679,PROD-09460,Security Suite,Software,North,Nepal,2,1417.39,2834.78,2122.47,712.31,Online,25.13
ORD-000590,12/15/2024,CUST-03249,PROD-06931,Bookshelf,Furniture,North,Bangladesh,1,845.71,845.71,495.69,350.02,Online,41.39
ORD-000591,2/7/2024,CUST-01399,PROD-09396,Headphones,Electronics,North,India,1,6301.25,6301.25,3790.93,2510.32,Online,39.84
ORD-000592,5/14/2025,CUST-01767,PROD-06351,Laptop,Electronics,East,Thailand,3,1602.95,4808.85,2660.5,2148.35,Online,44.67
ORD-000593,11/29/2025,CUST-02911,PROD-08711,Desk,Furniture,North,Bangladesh,1,1487.73,1487.73,1184.68,303.05,Partner,20.37
ORD-000594,2/12/2024,CUST-02351,PROD-09574,Notebook,Office Supplies,South,Singapore,2,436.67,873.34,636.35,236.99,Online,27.14
ORD-000595,9/17/2025,CUST-01206,PROD-01835,Maintenance,Services,West,India,1,641.96,641.96,318.81,323.15,Partner,50.34
ORD-000596,5/31/2025,CUST-01207,PROD-09166,Monitor,Electronics,South,Singapore,1,2365.56,2365.56,1688.7,676.86,Online,28.61
ORD-000597,3/8/2024,CUST-01157,PROD-03128,Monitor,Electronics,East,India,4,1738.32,6953.28,4157.72,2795.56,Online,40.2
ORD-000598,5/2/2024,CUST-01205,PROD-09497,Desk,Furniture,North,Nepal,10,1845.11,18451.1,11234.33,7216.77,Partner,39.11
ORD-000599,11/15/2025,CUST-02242,PROD-02460,Smartphone,Electronics,North,Nepal,10,2578.71,25787.1,21018.13,4768.97,Online,18.49
ORD-000600,12/1/2024,CUST-03324,PROD-09625,CRM License,Software,North,Bangladesh,10,2412.22,24122.2,15307.05,8815.15,Partner,36.54
ORD-000601,6/1/2024,CUST-01501,PROD-09075,Headphones,Electronics,North,India,3,2070.73,6212.19,3405.02,2807.17,Partner,45.19
ORD-000602,10/30/2025,CUST-01155,PROD-05197,Headphones,Electronics,South,Singapore,2,1475.94,2951.88,1985.72,966.16,Partner,32.73
ORD-000603,6/10/2024,CUST-03399,PROD-06268,Notebook,Office Supplies,North,India,2,2343.2,4686.4,2858.61,1827.79,Online,39
ORD-000604,8/1/2024,CUST-02235,PROD-09735,Smartphone,Electronics,North,Nepal,4,2749.14,10996.56,8190.43,2806.13,Online,25.52
ORD-000605,1/10/2025,CUST-02492,PROD-04173,Security Suite,Software,North,India,3,4993.89,14981.67,11810.97,3170.7,Offline,21.16
ORD-000606,3/18/2025,CUST-03201,PROD-03965,Desk Organizer,Office Supplies,South,Singapore,3,940.2,2820.6,1389.84,1430.76,Offline,50.73
ORD-000607,2/26/2025,CUST-02519,PROD-02839,Desk Organizer,Office Supplies,North,Nepal,1,868.95,868.95,560.68,308.27,Online,35.48
ORD-000608,6/21/2025,CUST-02129,PROD-07500,Headphones,Electronics,South,Sri Lanka,2,3310.88,6621.76,4973.19,1648.57,Offline,24.9
ORD-000609,12/1/2025,CUST-02281,PROD-06040,Notebook,Office Supplies,South,India,10,1369.68,13696.8,7326.67,6370.13,Online,46.51
ORD-000610,9/25/2025,CUST-02068,PROD-01424,Bookshelf,Furniture,East,India,20,3994.82,79896.4,41785.68,38110.72,Online,47.7
ORD-000611,8/17/2024,CUST-02498,PROD-09281,Consulting,Services,North,Bangladesh,1,723.54,723.54,431.05,292.49,Online,40.42
ORD-000612,2/28/2024,CUST-02103,PROD-05647,Notebook,Office Supplies,West,UAE,5,2138.93,10694.65,6824.65,3870,Online,36.19
ORD-000613,4/5/2024,CUST-01329,PROD-08662,Security Suite,Software,East,India,2,932.79,1865.58,1303.63,561.95,Offline,30.12
ORD-000614,9/18/2024,CUST-02045,PROD-04919,Smartphone,Electronics,North,Nepal,1,1392.25,1392.25,847.56,544.69,Partner,39.12
ORD-000615,12/19/2024,CUST-01993,PROD-06057,Maintenance,Services,West,India,3,326.82,980.46,551.86,428.6,Online,43.71
ORD-000616,11/7/2024,CUST-02366,PROD-07377,Bookshelf,Furniture,West,UAE,20,1487.83,29756.6,16818.97,12937.63,Online,43.48
ORD-000617,5/15/2024,CUST-03205,PROD-03704,Training,Services,North,Bangladesh,3,647.1,1941.3,954.16,987.14,Online,50.85
ORD-000618,4/17/2025,CUST-03033,PROD-03765,Smartphone,Electronics,South,Singapore,2,2526.54,5053.08,2533.76,2519.32,Offline,49.86
ORD-000619,9/23/2025,CUST-02974,PROD-06585,Training,Services,West,India,1,2067.14,2067.14,1635.13,432.01,Partner,20.9
ORD-000620,3/5/2025,CUST-02161,PROD-04611,Analytics License,Software,East,Malaysia,10,1135.64,11356.4,8455.42,2900.98,Online,25.54
ORD-000621,6/20/2025,CUST-01798,PROD-08235,Training,Services,North,India,2,792.58,1585.16,1270.16,315,Online,19.87
ORD-000622,5/25/2024,CUST-01111,PROD-07627,Smartphone,Electronics,North,Bangladesh,1,934.19,934.19,451.67,482.52,Offline,51.65
ORD-000623,6/7/2025,CUST-02486,PROD-05434,Headphones,Electronics,South,Sri Lanka,20,513.87,10277.4,7034.96,3242.44,Online,31.55
ORD-000624,3/27/2024,CUST-01227,PROD-04358,CRM License,Software,South,India,2,652.53,1305.06,864.97,440.09,Offline,33.72
ORD-000625,4/18/2024,CUST-02868,PROD-07966,Printer Paper,Office Supplies,East,Thailand,3,645.4,1936.2,1251.22,684.98,Online,35.38
ORD-000626,2/26/2025,CUST-03069,PROD-06768,Smartphone,Electronics,South,Singapore,2,1016.69,2033.38,1083.13,950.25,Partner,46.73
ORD-000627,12/10/2024,CUST-01961,PROD-01180,Laptop,Electronics,South,Singapore,2,1108.69,2217.38,1187.77,1029.61,Partner,46.43
ORD-000628,9/22/2024,CUST-02432,PROD-08466,Notebook,Office Supplies,East,Thailand,4,4110.95,16443.8,12795.34,3648.46,Offline,22.19
ORD-000629,8/8/2025,CUST-02145,PROD-05483,Monitor,Electronics,North,India,1,449.4,449.4,250.85,198.55,Online,44.18
ORD-000630,5/8/2025,CUST-01024,PROD-04814,Desk Organizer,Office Supplies,North,India,1,450.3,450.3,228.67,221.63,Offline,49.22
ORD-000631,11/28/2024,CUST-01484,PROD-07301,Headphones,Electronics,East,India,2,1186.27,2372.54,1743.74,628.8,Online,26.5
ORD-000632,2/16/2025,CUST-01695,PROD-09546,Consulting,Services,West,Saudi Arabia,10,1808.38,18083.8,9008.88,9074.92,Offline,50.18
ORD-000633,9/5/2025,CUST-03365,PROD-01638,Laptop,Electronics,East,India,2,726.59,1453.18,1101.7,351.48,Partner,24.19
ORD-000634,10/10/2025,CUST-02455,PROD-05239,Headphones,Electronics,East,India,2,308.81,617.62,372.22,245.4,Online,39.73
ORD-000635,7/9/2024,CUST-02082,PROD-03926,Training,Services,North,India,1,1375.52,1375.52,1019.04,356.48,Partner,25.92
ORD-000636,5/21/2024,CUST-01273,PROD-04645,Bookshelf,Furniture,South,India,3,3054.77,9164.31,6317.75,2846.56,Online,31.06
ORD-000637,3/13/2024,CUST-01063,PROD-02580,Consulting,Services,East,India,1,694.02,694.02,513.09,180.93,Offline,26.07
ORD-000638,6/15/2024,CUST-02081,PROD-08888,Smartphone,Electronics,North,Nepal,3,1029.01,3087.03,2059.2,1027.83,Partner,33.3
ORD-000639,6/16/2024,CUST-03125,PROD-03777,Laptop,Electronics,South,Singapore,10,1522.02,15220.2,9187.63,6032.57,Online,39.64
ORD-000640,7/19/2025,CUST-01585,PROD-07563,Training,Services,South,India,20,1816.72,36334.4,27376.86,8957.54,Online,24.65
ORD-000641,9/15/2024,CUST-02834,PROD-09990,Pen Set,Office Supplies,North,India,3,1170.64,3511.92,2585.99,925.93,Online,26.37
ORD-000642,3/14/2025,CUST-03188,PROD-09259,Notebook,Office Supplies,South,Singapore,3,2944.06,8832.18,6453.27,2378.91,Offline,26.93
ORD-000643,4/20/2024,CUST-02227,PROD-07055,Monitor,Electronics,North,Nepal,2,1168.81,2337.62,1703.49,634.13,Partner,27.13
ORD-000644,11/3/2025,CUST-01840,PROD-05285,Consulting,Services,South,India,3,3130.88,9392.64,6941.5,2451.14,Offline,26.1
ORD-000645,6/14/2025,CUST-02215,PROD-07975,Monitor,Electronics,North,Bangladesh,4,4257.73,17030.92,9361.24,7669.68,Online,45.03
ORD-000646,10/16/2024,CUST-03123,PROD-05813,Office Chair,Furniture,West,Saudi Arabia,1,709.15,709.15,368.05,341.1,Partner,48.1
ORD-000647,7/15/2025,CUST-02940,PROD-07523,Security Suite,Software,East,Malaysia,2,1214.35,2428.7,1388.48,1040.22,Partner,42.83
ORD-000648,5/24/2025,CUST-01091,PROD-09668,Notebook,Office Supplies,East,Malaysia,2,2153.97,4307.94,2741.44,1566.5,Online,36.36
ORD-000649,6/23/2024,CUST-01077,PROD-07474,Headphones,Electronics,West,UAE,2,2244.91,4489.82,2317.98,2171.84,Partner,48.37
ORD-000650,10/28/2024,CUST-03130,PROD-07835,Smartphone,Electronics,South,India,1,729.23,729.23,458.66,270.57,Offline,37.1
ORD-000651,11/26/2025,CUST-02304,PROD-01223,Desk,Furniture,North,Nepal,10,936.55,9365.5,6767.16,2598.34,Online,27.74
ORD-000652,7/3/2024,CUST-02269,PROD-06394,Installation,Services,East,India,10,955.83,9558.3,5506.2,4052.1,Partner,42.39
ORD-000653,12/4/2024,CUST-01820,PROD-04808,Cloud Storage,Software,East,Thailand,4,866.68,3466.72,1706.03,1760.69,Online,50.79
ORD-000654,5/24/2025,CUST-02170,PROD-03887,Maintenance,Services,East,Thailand,10,1715.53,17155.3,10492.92,6662.38,Offline,38.84
ORD-000655,11/5/2024,CUST-02761,PROD-09917,Laptop,Electronics,South,India,2,535.66,1071.32,694.36,376.96,Online,35.19
ORD-000656,5/21/2025,CUST-01059,PROD-01771,Installation,Services,North,Nepal,1,1177.38,1177.38,679.71,497.67,Online,42.27
ORD-000657,12/11/2024,CUST-01114,PROD-09966,Headphones,Electronics,South,Singapore,4,1244.51,4978.04,2413.98,2564.06,Offline,51.51
ORD-000658,3/21/2024,CUST-02139,PROD-08565,Desk Organizer,Office Supplies,South,Sri Lanka,20,1224.22,24484.4,17115.89,7368.51,Online,30.09
ORD-000659,1/8/2025,CUST-01832,PROD-08462,Consulting,Services,East,Thailand,20,3786.37,75727.4,53803.99,21923.41,Partner,28.95
ORD-000660,6/4/2024,CUST-02406,PROD-04576,Printer Paper,Office Supplies,East,Thailand,2,1874.58,3749.16,2258.84,1490.32,Offline,39.75
ORD-000661,3/7/2025,CUST-02721,PROD-02217,Smartphone,Electronics,South,India,2,1434.03,2868.06,1818.53,1049.53,Offline,36.59
ORD-000662,5/14/2025,CUST-01099,PROD-03196,Headphones,Electronics,West,Saudi Arabia,1,2248.25,2248.25,1549.85,698.4,Online,31.06
ORD-000663,5/26/2024,CUST-02143,PROD-09744,Maintenance,Services,East,Malaysia,4,432.74,1730.96,1382.89,348.07,Offline,20.11
ORD-000664,4/25/2025,CUST-03325,PROD-07403,Cloud Storage,Software,North,Bangladesh,1,1821.08,1821.08,985.71,835.37,Online,45.87
ORD-000665,3/10/2025,CUST-01665,PROD-01451,Office Chair,Furniture,North,Bangladesh,4,1456.99,5827.96,4414.14,1413.82,Offline,24.26
ORD-000666,6/2/2025,CUST-01639,PROD-01441,Smartphone,Electronics,North,India,2,2331.59,4663.18,3499.7,1163.48,Offline,24.95
ORD-000667,10/30/2025,CUST-01204,PROD-04589,Security Suite,Software,North,Nepal,10,1968.4,19684,11148.42,8535.58,Partner,43.36
ORD-000668,11/13/2025,CUST-02879,PROD-04937,Printer Paper,Office Supplies,North,India,2,2689.42,5378.84,3353.04,2025.8,Online,37.66
ORD-000669,3/9/2024,CUST-01602,PROD-05314,CRM License,Software,North,India,3,2514.43,7543.29,4089.61,3453.68,Online,45.78
ORD-000670,8/28/2025,CUST-03206,PROD-03968,Monitor,Electronics,South,India,2,1862.68,3725.36,2901.87,823.49,Online,22.1
ORD-000671,7/4/2024,CUST-02760,PROD-05721,Headphones,Electronics,North,Bangladesh,1,786.64,786.64,577.99,208.65,Online,26.52
ORD-000672,11/12/2025,CUST-01928,PROD-09222,Meeting Table,Furniture,West,India,3,444.6,1333.8,1022.74,311.06,Offline,23.32
ORD-000673,7/22/2024,CUST-01807,PROD-07486,Meeting Table,Furniture,North,Nepal,3,4131.63,12394.89,7975.78,4419.11,Partner,35.65
ORD-000674,7/7/2025,CUST-02407,PROD-06868,CRM License,Software,East,India,10,607.63,6076.3,3840.42,2235.88,Online,36.8
ORD-000675,1/13/2024,CUST-01898,PROD-09965,Installation,Services,South,Singapore,4,2940.95,11763.8,8627.27,3136.53,Offline,26.66
ORD-000676,10/27/2025,CUST-01881,PROD-02606,Pen Set,Office Supplies,West,UAE,3,1216.91,3650.73,2851.63,799.1,Online,21.89
ORD-000677,9/30/2024,CUST-03109,PROD-05675,Security Suite,Software,North,Bangladesh,20,4511.74,90234.8,51866.86,38367.94,Online,42.52
ORD-000678,10/24/2024,CUST-02837,PROD-04372,Security Suite,Software,South,Singapore,2,1706.6,3413.2,2325.35,1087.85,Offline,31.87
ORD-000679,2/20/2024,CUST-02594,PROD-09604,Monitor,Electronics,West,Saudi Arabia,2,479.44,958.88,779.53,179.35,Partner,18.7
ORD-000680,5/14/2025,CUST-02240,PROD-01603,Headphones,Electronics,West,UAE,2,886.62,1773.24,875.03,898.21,Partner,50.65
ORD-000681,1/3/2025,CUST-02037,PROD-07041,Meeting Table,Furniture,West,UAE,2,1049.24,2098.48,1280.34,818.14,Online,38.99
ORD-000682,12/24/2025,CUST-02153,PROD-04388,Bookshelf,Furniture,North,India,4,884.08,3536.32,2522.84,1013.48,Online,28.66
ORD-000683,10/17/2025,CUST-01552,PROD-01134,Pen Set,Office Supplies,North,Nepal,3,715.95,2147.85,1717.83,430.02,Online,20.02
ORD-000684,12/22/2024,CUST-02761,PROD-03187,Monitor,Electronics,East,Malaysia,3,513.69,1541.07,911.2,629.87,Online,40.87
ORD-000685,1/3/2024,CUST-02165,PROD-01618,Pen Set,Office Supplies,West,India,2,3153.66,6307.32,3315.05,2992.27,Online,47.44
ORD-000686,9/10/2024,CUST-02075,PROD-04809,Security Suite,Software,East,India,1,819.24,819.24,400.65,418.59,Offline,51.09
ORD-000687,4/19/2025,CUST-02363,PROD-06811,Smartphone,Electronics,East,Malaysia,20,972.35,19447,11648.59,7798.41,Online,40.1
ORD-000688,5/20/2025,CUST-02283,PROD-01738,Printer Paper,Office Supplies,South,Singapore,2,1707.99,3415.98,2782.88,633.1,Offline,18.53
ORD-000689,9/12/2024,CUST-01245,PROD-08059,Cloud Storage,Software,West,UAE,10,2165.05,21650.5,14049.39,7601.11,Offline,35.11
ORD-000690,9/1/2025,CUST-02721,PROD-05003,Headphones,Electronics,North,India,2,2164.79,4329.58,2922.95,1406.63,Partner,32.49
ORD-000691,11/15/2025,CUST-02741,PROD-09506,Security Suite,Software,South,Singapore,5,492.83,2464.15,1316.73,1147.42,Partner,46.56
ORD-000692,5/29/2024,CUST-03391,PROD-03394,Headphones,Electronics,South,Singapore,4,1058.76,4235.04,3322.17,912.87,Partner,21.56
ORD-000693,5/2/2025,CUST-01744,PROD-01911,Printer Paper,Office Supplies,South,Singapore,1,2305.63,2305.63,1888.2,417.43,Online,18.1
ORD-000694,10/5/2024,CUST-02616,PROD-05027,Bookshelf,Furniture,North,Nepal,1,2180.53,2180.53,1230.89,949.64,Partner,43.55
ORD-000695,2/28/2024,CUST-01022,PROD-08499,CRM License,Software,North,Bangladesh,1,934.41,934.41,571.93,362.48,Offline,38.79
ORD-000696,3/21/2025,CUST-02314,PROD-04449,Pen Set,Office Supplies,East,India,4,1035.61,4142.44,2476.07,1666.37,Online,40.23
ORD-000697,4/22/2024,CUST-01503,PROD-01173,Desk Organizer,Office Supplies,South,Sri Lanka,4,4026.46,16105.84,10560.35,5545.49,Offline,34.43
ORD-000698,7/22/2025,CUST-01858,PROD-01261,Office Chair,Furniture,East,India,4,2264.94,9059.76,5636.59,3423.17,Online,37.78
ORD-000699,5/3/2025,CUST-01613,PROD-08759,Desk Organizer,Office Supplies,North,Nepal,10,1231.53,12315.3,8606.49,3708.81,Online,30.12
